# momo 시드 이슈 백로그 (TSV: title<TAB>milestone<TAB>labels(comma)<TAB>body)
# LEGACY: 새 9단계 spine 정본은 ../github_bootstrap.sh 의 TICKETS heredoc.
# scripts/github/bootstrap.sh 는 ALLOW_LEGACY_BOOTSTRAP=1 없이 실행되지 않는다.
# body 안의 \n 은 bootstrap.sh가 실제 개행으로 치환. 의존은 body에 "Depends on: <title-or-#>"로.
# 모든 이슈는 Codex가 goal로 받을 수 있게 Goal/Acceptance를 본문에 포함.
# === M0 Phase0 런타임 검증 ===
테넌시: 스핀업별 고유 초대코드 발급 + 자가가입 흐름	M2 멀티팀 / 테넌시 (10명=1팀, 3+팀 격리, 초대코드 자가가입, 플랫폼 관리자 추적)	type:feature,area:tenancy,area:server,area:schema,status:ready,size:l,agent:codex-ok	## Goal\nworkspace 스핀업마다 고유 초대코드 생성. 코드로 자가가입(self-serve)하면 해당 workspace membership 생성. (신규 스코프 — 정본 스펙엔 초대코드 테이블 없음.)\n\n## Context\n- Spec: L4 §1.3(멀티테넌트), §7.1/§7.2(권한). 초대코드/자가가입은 신규(추가 DDL 필요).\n- Schema: workspace/membership 위에 invite_code 테이블 추가 제안\n\n## Acceptance\n- [ ] [sql] invite_code DDL이 schema_v0 컨벤션(workspace_id, RLS, uuidv7) 정합\n- [ ] [swift] 가입 라우트 swift build green\n- [ ] [infra] runtime-unverified 표기\n\n## Out of scope: SSO/외부 OAuth(스펙 out)
테넌시: 플랫폼 관리자 전체 추적 (워크스페이스 cross-tenant 가시성)	M2 멀티팀 / 테넌시 (10명=1팀, 3+팀 격리, 초대코드 자가가입, 플랫폼 관리자 추적)	type:feature,area:tenancy,area:server,status:ready,size:m,agent:codex-ok	## Goal\n플랫폼 관리자 역할이 모든 워크스페이스를 추적(목록/멤버수/활동/비용). RLS 우회는 전용 role로 안전하게.\n\n## Context\n- Spec: L4 §7.2 권한 매트릭스. cross-tenant admin은 신규.\n\n## Acceptance\n- [ ] [swift] swift build green\n- [ ] BYPASSRLS는 admin 전용 role로만, audit_log 기록\n- [ ] runtime-unverified 표기\n\n## Depends on: 테넌시: 스핀업별 고유 초대코드 발급 + 자가가입 흐름
테넌시: 3+팀 동시 격리 부하/정합 검증 (10명×3팀)	M2 멀티팀 / 테넌시 (10명=1팀, 3+팀 격리, 초대코드 자가가입, 플랫폼 관리자 추적)	type:infra,area:tenancy,area:schema,status:blocked,size:m	## Goal\n3개 이상 워크스페이스(각 10명) 동시 운영에서 RLS 격리·seq 발급·비용 회계가 교차 오염 없이 동작하는지 런타임 검증.\n\n## Acceptance\n- [ ] [runtime] 3팀 시드 후 교차 누수 0\n- [ ] [runtime] 동시 send에서 채널별 seq gapless\n\n## Depends on: 테넌시: 플랫폼 관리자 전체 추적
# === M3 검수 게이트 ===
검수 게이트: 사용성 빡센 체크리스트 통과 ("사용 가능" 완전 판명)	M3 검수 게이트 (사용성 빡센 검수 — "사용 가능" 완전 판명)	type:chore,area:store,gate:qa,priority:p0,status:blocked,size:l	## Goal\n빌드 산출물(macOS/iOS)을 실사용 시나리오로 빡세게 검수. 이 게이트가 닫혀야 M4/M5(스토어 제출) 착수 가능.\n\n## Context\n- 사용자 규칙: 스토어 배포는 사용성 검수 통과 후. 검수 게이트(마일스톤)가 스토어 제출 선행.\n\n## Acceptance\n- [ ] 핵심 플로우(로그인→채널→메시지→에이전트 멘션→승인→비용) 무결함 통과\n- [ ] 크래시 0, 핵심 경로 e2e\n- [ ] 검수 결과를 STATUS.md/이 이슈에 기록\n\n## Depends on: M1/M2 핵심 이슈 (런타임 검증 포함)\n\n## 주의: 이 이슈가 closed 되기 전 M4/M5 이슈 착수 금지.
QA: 크래시/분석 계측 (Sentry + MetricKit, 크래시-free율 측정)	M3 검수 게이트 (사용성 빡센 검수 — "사용 가능" 완전 판명)	type:feature,area:macos,area:ios,gate:qa,priority:p1,status:blocked,size:m,agent:codex-ok	## Goal\n클라(iOS/macOS)에 Sentry Cocoa + MetricKit 계측을 붙여 게이트 G-A(크래시-free 세션/유저율)를 객관 수치로 측정 가능하게.\n\n## Context\n- Spec: docs/cicd/07-crash-analytics-spec.md (Sentry 1순위 + MetricKit 보조, Crashlytics는 선택)\n- 게이트: docs/cicd/05-qa-release-gate.md §G-A/§2\n- 기조: permissive(MIT) + 데이터 자가소유(self-host Sentry)\n\n## Acceptance\n- [ ] [swift] sentry-cocoa SwiftPM 의존 추가 후 5패키지 swift build green 유지\n- [ ] [swift] SentrySDK.start(release/environment/enableMetricKit) 래퍼 + MXMetricManagerSubscriber 골격\n- [ ] DSN/URL은 Config 주입(소스 평문 금지), 라이선스 permissive 확인\n- [ ] runtime-unverified (no device) 표기\n\n## Depends on: macOS: SwiftPM 라이브러리 → Xcode .app 번들\n\n## Out of scope: 실기기 페이로드 수신(게이트 단계 측정)
QA: 핵심플로우 e2e 테스트 (XCUITest 8시나리오)	M3 검수 게이트 (사용성 빡센 검수 — "사용 가능" 완전 판명)	type:feature,area:ios,gate:qa,priority:p1,status:blocked,size:m,agent:codex-ok	## Goal\n게이트 G-B용 핵심 8플로우(로그인/채널/메시지/멘션/툴콜/승인/비용/멀티팀격리)를 XCUITest로 자동화(가능분) + 단위테스트 골격.\n\n## Context\n- Spec: docs/cicd/08-e2e-accessibility-performance.md §1, 05 §3\n- 실시간/스트리밍 의존은 ChatBackend/AgentTransport 목 주입으로 결정화\n\n## Acceptance\n- [ ] [xcode] xcodebuild test (iPhone 16 시뮬) green (자동화분 1,2,3,6,8)\n- [ ] 수동분(4,5,7)은 08 표에 수동 표기 + 증거 양식\n- [ ] 치명 결함 0\n\n## Depends on: C2-ios-xcodeproj (iOS Xcode 프로젝트)
QA: 접근성 자동 감사 (performAccessibilityAudit)	M3 검수 게이트 (사용성 빡센 검수 — "사용 가능" 완전 판명)	type:feature,area:ios,gate:qa,priority:p2,status:blocked,size:s,agent:codex-ok	## Goal\n게이트 G-C용 접근성 자동 감사. 핵심 5화면에서 performAccessibilityAudit 치명 위반 0.\n\n## Context\n- Spec: docs/cicd/08-e2e-accessibility-performance.md §2 (Xcode 15+ API), 05 §4\n- 감사 타입: contrast/dynamicType/textClipped/elementDetection/hitRegion/sufficientElementDescription/trait\n\n## Acceptance\n- [ ] [xcode] performAccessibilityAudit 테스트가 xcodebuild test에서 실행\n- [ ] 핵심 5화면 치명 위반 0(미해결은 클로저 무시 + TODO)\n\n## Depends on: C2-ios-xcodeproj
QA: 성능 baseline 테스트 (런치/메모리, XCTMetric)	M3 검수 게이트 (사용성 빡센 검수 — "사용 가능" 완전 판명)	type:feature,area:ios,area:macos,gate:qa,priority:p2,status:blocked,size:s,agent:codex-ok	## Goal\n게이트 G-D용 성능 회귀 baseline. 콜드 런치(XCTApplicationLaunchMetric) + 메모리(XCTMemoryMetric). 절대 임계는 실기기·Release 게이트 측정.\n\n## Context\n- Spec: docs/cicd/08-e2e-accessibility-performance.md §3, 05 §5\n- 임계(추정): 런치 p90 < 2s, hang ≈ 0\n\n## Acceptance\n- [ ] [xcode] 성능 테스트 컴파일·실행 + baseline 파일\n- [ ] CI는 회귀만, 절대 수치는 실기기 측정으로 게이트 기록 표기\n\n## Depends on: C2-ios-xcodeproj
QA: qa-gate.yml 워크플로우 (UI+접근성+성능, 수동 dispatch)	M3 검수 게이트 (사용성 빡센 검수 — "사용 가능" 완전 판명)	type:infra,area:ci,gate:qa,priority:p2,status:blocked,size:s,agent:codex-ok	## Goal\nrelease와 분리된 게이트 검증 워크플로우. workflow_dispatch로 xcodebuild test(UI+a11y+perf baseline, 무서명, 시뮬레이터) 일괄 실행 → 게이트 증거 산출.\n\n## Context\n- Spec: docs/cicd/08-e2e-accessibility-performance.md §4, 09 티켓 Q5\n\n## Acceptance\n- [ ] [ci] .github/workflows/qa-gate.yml actionlint 통과\n- [ ] dispatch 1회 green(C1/C2 후)\n- [ ] release 워크플로우와 분리 유지\n\n## Depends on: QA: 핵심플로우 e2e 테스트 (XCUITest 8시나리오)
QA: 베타 피드백 수집 스크립트 (ASC API betaFeedback*)	M3 검수 게이트 (사용성 빡센 검수 — "사용 가능" 완전 판명)	type:infra,area:ci,gate:qa,priority:p2,status:blocked,size:s,agent:codex-ok	## Goal\n게이트 G-F용. App Store Connect API(betaFeedbackCrashSubmissions/betaFeedbackScreenshotSubmissions)로 TestFlight 피드백을 수집해 트리아지 누락 방지.\n\n## Context\n- Spec: docs/cicd/06-beta-testflight-plan.md §3 (ASC API), 09 Q6\n- 1차 출처: developer.apple.com/documentation/appstoreconnectapi/beta-feedback-crash-submissions\n\n## Acceptance\n- [ ] [infra] scripts/qa/fetch_beta_feedback.sh sh -n 통과 (ES256 JWT)\n- [ ] (키 있을 때) 엔드포인트 200 + build/qa/feedback/ 저장\n- [ ] 비밀값 평문 금지(02 인벤토리 재사용)\n\n## Depends on: M1-asc-key (ASC API Key 발급)
QA: 게이트 PASS 판정 & 기록 (베타→측정→05 §10 블록)	M3 검수 게이트 (사용성 빡센 검수 — "사용 가능" 완전 판명)	type:chore,area:store,gate:qa,priority:p0,status:blocked,size:m	## Goal\n베타 배포(06) → G-A~G-G 측정 → docs/cicd/03-store-readiness-gate.md 상단에 05 §10 PASS 블록(날짜+커밋+빌드#+증거) 기록. 이게 닫혀야 M4/M5 착수.\n\n## Context\n- Spec: 05 §10 PASS 양식, 09 Q7 (사람+Codex 협업; Codex는 수집/요약, 사람은 베타·실기기·판정)\n\n## Acceptance\n- [ ] iOS TF 내부+외부 1왕복 / macOS 공증 .dmg 타맥 Gatekeeper PASS\n- [ ] G-A 분모/윈도우 명기 · G-B 8/8 · G-C 치명0 · G-D 임계 · G-F P0/P1 잔여0 · G-G 100%\n- [ ] 03 상단에 PASS 블록 기록\n\n## Depends on: QA: 크래시/분석 계측, QA: 핵심플로우 e2e, QA: 베타 피드백 수집 스크립트, 검수 게이트: 사용성 빡센 체크리스트 통과\n\n## 주의: closed 전 M4/M5 이슈 착수 금지.
# === M4 데스크탑 공증 배포 ===
배포(macOS): Developer ID 서명 + notarytool 공증 + stapler 파이프라인	M4 데스크탑 공증 배포 (Developer ID + notarytool, 정식 다운로드)	type:infra,area:store,area:ci,status:blocked,size:l	## Goal\nmacOS .app을 Developer ID Application 인증서로 코드서명 → xcrun notarytool로 Apple notary 제출/대기 → xcrun stapler staple. Gatekeeper 통과 다운로드 산출.\n\n## Context\n- 1차 출처: developer.apple.com/documentation/security/notarizing-macos-software-before-distribution (notarytool, altool deprecated)\n- 요건: Apple Developer Program $99/yr. 공증 98%가 15분 내.\n- 법률 자문 아님.\n\n## Acceptance\n- [ ] codesign(Developer ID, hardened runtime) 스크립트\n- [ ] notarytool submit --wait 성공\n- [ ] stapler staple + 검증(spctl -a)\n- [ ] CI(GitHub Actions) 잡으로 재현\n\n## Depends on: 검수 게이트: 사용성 빡센 체크리스트 통과
# === M5 iOS 앱스토어 ===
배포(iOS): App Store Connect 업로드 + TestFlight + App Review 배포	M5 iOS 앱스토어 (App Store Connect 업로드/심사/배포)	type:infra,area:store,area:ios,area:ci,status:blocked,size:l	## Goal\niOS 앱을 iOS 26 SDK 이상으로 빌드 → 서명/프로비저닝 → App Store Connect 업로드 → TestFlight → App Review 제출 → 배포.\n\n## Context\n- 1차 출처: developer.apple.com/news/upcoming-requirements (2026-04-28부터 iOS 26 SDK 이상 업로드 요건). App Review 90%가 24h 내. TestFlight 빌드 90일 만료.\n- Apple Developer Program $99/yr. 법률 자문 아님.\n\n## Acceptance\n- [ ] iOS 26 SDK 빌드 + 서명\n- [ ] App Store Connect 업로드 성공\n- [ ] TestFlight 내부 테스트 그룹 배포\n- [ ] App Review 제출 메타데이터 완비\n\n## Depends on: 검수 게이트: 사용성 빡센 체크리스트 통과
# === 운영 메타 ===
GitHub 운영 구조 부트스트랩 검증 (마일스톤/라벨/이슈 일괄 생성)	M0 Phase0 런타임 검증	type:chore,area:ci,status:blocked,size:s	## Goal\nLEGACY scripts/github/bootstrap.sh 를 Dawn-kim-official/momo 에 적용해야 하는 예외 상황을 검토한다. 기본 부트스트랩은 scripts/github_bootstrap.sh 를 사용한다.\n\n## Acceptance\n- [ ] scripts/github_bootstrap.sh --dry-run 정상\n- [ ] legacy bootstrap은 ALLOW_LEGACY_BOOTSTRAP=1 없이 실행되지 않음\n- [ ] docs/GITHUB_OPS.md 와 정합
